The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
195 : 26, Private, 209440, HS-grad, 9, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 55, United-States, <=50K. Correct
196 : 31, Private, 56964, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
197 : 44, Private, 299197, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
198 : 42, Self-emp-inc, 240628, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K. Correct
199 : 19, Private, 355313, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
200 : 27, Private, 132267, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
201 : 51, Local-gov, 174861, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
202 : 28, Self-emp-inc, 142443, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
203 : 57, Private, 26716, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
204 : 45, Local-gov, 185588, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
205 : 50, Private, 175029, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
206 : 34, Self-emp-inc, 34848, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 54, United-States, <=50K. Error
207 : 45, Private, 411273, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
208 : 73, Local-gov, 143437, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K. Correct
209 : 34, Private, 357145, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K. Correct
210 : 31, Private, 236861, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
211 : 19, Private, 53355, 11th, 7, Never-married, Sales, Not-in-family, White, Male, 0, 0, 12, United-States, <=50K. Correct
212 : 25, Private, 29106, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 50, United-States, <=50K. Correct
213 : 38, Federal-gov, 213274, Assoc-voc, 11, Divorced, Craft-repair, Unmarried, White, Female, 6497, 0, 40, United-States, <=50K. Correct
214 : 39, Private, 22463, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
215 : 23, Private, 180497, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Female, 0, 0, 32, United-States, <=50K. Correct
216 : 49, Private, 37306, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
217 : 33, Federal-gov, 137814, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K. Correct
218 : 21, Private, 447488, 5th-6th, 3, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 38, Mexico, <=50K. Correct
219 : 31, Private, 220915, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
220 : 23, Private, 42251, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
221 : 34, Private, 162312, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K. Error
222 : 25, Private, 77698, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K. Correct
223 : 39, Private, 282951, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K. Correct
224 : 52, Self-emp-inc, 311259, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
225 : 63, Local-gov, 65479, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 40, United-States, >50K. Correct
226 : 41, Private, 277256, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
227 : 46, Private, 312088, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 38, United-States, >50K. Correct
228 : 53, Local-gov, 169719, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
229 : 25, ?, 270276, 9th, 5, Separated, ?, Not-in-family, White, Female, 1055, 0, 40, United-States, <=50K. Unclassified
230 : 77, ?, 172744, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, <=50K. Unclassified
231 : 18, Private, 96869, 12th, 8, Never-married, Priv-house-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
232 : 38, Private, 237943, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
233 : 55, Private, 119751, Masters, 14, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, 0, 0, 50, Thailand, <=50K. Correct
234 : 34, Private, 236861, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
235 : 80, Self-emp-not-inc, 201092, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K. Correct
236 : 34, Private, 147215, Assoc-voc, 11, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 60, United-States, <=50K. Correct
237 : 52, Private, 152373, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 40, United-States, <=50K. Error
238 : 42, Private, 227968, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 28, Haiti, <=50K. Correct
239 : 26, Private, 362617, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
240 : 31, Private, 103435, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
241 : 25, Local-gov, 281412, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K. Correct
242 : 55, Self-emp-not-inc, 105239, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2057, 60, United-States, <=50K. Error
243 : 19, Private, 230165, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K. Correct
244 : 62, Self-emp-not-inc, 177493, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 32, United-States, <=50K. Error
245 : 22, Federal-gov, 104443, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
246 : 39, ?, 110342, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 50, United-States, <=50K. Unclassified
247 : 35, Private, 143385, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
248 : 28, Private, 107189, HS-grad, 9, Married-civ-spouse, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
249 : 47, Private, 212944, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K. Correct
250 : 44, State-gov, 138634, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
251 : 21, Private, 99970, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K. Correct
252 : 35, Private, 203717, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
253 : 24, Private, 313956, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
254 : 42, Federal-gov, 177937, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?, <=50K. Unclassified
255 : 28, Private, 193868, Bachelors, 13, Never-married, Tech-support, Own-child, White, Male, 0, 0, 50, United-States, <=50K. Correct
256 : 21, Private, 250939, Some-college, 10, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 35, United-States, <=50K. Correct
257 : 62, Federal-gov, 57629, Some-college, 10, Divorced, Tech-support, Not-in-family, Black, Male, 4650, 0, 40, United-States, <=50K. Correct
258 : 39, Private, 281768, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K. Correct
259 : 30, State-gov, 260782, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
260 : 72, Self-emp-not-inc, 243769, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1429, 20, United-States, <=50K. Correct
261 : 50, Private, 109937, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K. Error
262 : 28, Local-gov, 134890, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
263 : 29, Private, 100293, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
264 : 26, Private, 132179, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
265 : 27, Private, 116372, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
266 : 29, Private, 255412, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 3103, 0, 40, United-States, >50K. Error
267 : 61, ?, 195789, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
268 : 29, Private, 342400, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, <=50K. Correct
269 : 21, ?, 65481, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Unclassified
270 : 31, Private, 169085, 11th, 7, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 20, United-States, <=50K. Correct
271 : 25, Private, 177221, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, <=50K. Correct
272 : 58, Private, 65325, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
273 : 64, Private, 118944, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K. Correct
274 : 46, State-gov, 149337, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K. Correct
275 : 53, ?, 237868, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, >50K. Unclassified
276 : 19, Private, 106183, HS-grad, 9, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 35, United-States, <=50K. Correct
277 : 42, Private, 226388, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 52, United-States, <=50K. Correct
278 : 18, Private, 220754, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 24, United-States, <=50K. Correct
279 : 58, Self-emp-inc, 204021, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 50, United-States, >50K. Correct
280 : 20, Private, 347391, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K. Correct
281 : 35, Federal-gov, 413930, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
282 : 32, Private, 174201, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 38, United-States, >50K. Error
283 : 23, Private, 145917, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K. Correct
284 : 31, Private, 241797, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
285 : 33, Private, 265168, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 55, United-States, <=50K. Error
286 : 41, Private, 171234, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K. Correct
287 : 22, Private, 178452, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
288 : 46, Private, 157857, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
289 : 61, Federal-gov, 512864, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Error
290 : 30, Private, 296462, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K. Correct
291 : 42, Private, 171615, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
292 : 63, Private, 214071, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
293 : 26, Private, 172421, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
294 : 42, Private, 195488, 10th, 6, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
295 : 23, Private, 316841, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
296 : 25, Private, 236267, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 1590, 40, United-States, <=50K. Correct
297 : 30, Private, 236543, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 32, El-Salvador, >50K. Error
298 : 23, Private, 318483, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
299 : 34, Self-emp-not-inc, 163756, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K. Error
300 : 30, Private, 238186, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male, 0, 2057, 48, United-States, <=50K. Correct
301 : 39, Private, 329980, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
302 : 30, Private, 169269, 11th, 7, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 1721, 38, Puerto-Rico, <=50K. Correct
303 : 38, Local-gov, 34744, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K. Correct
304 : 26, Private, 98114, HS-grad, 9, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
305 : 20, Private, 109667, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 16, United-States, <=50K. Correct
306 : 37, Local-gov, 263690, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Male, 0, 0, 40, ?, <=50K. Unclassified
307 : 33, Private, 147430, HS-grad, 9, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
308 : 24, Private, 224238, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
309 : 42, Self-emp-inc, 212894, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
310 : 51, Self-emp-not-inc, 136708, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 3103, 0, 84, Vietnam, <=50K. Error
311 : 56, Local-gov, 38573, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K. Correct
312 : 22, Private, 197200, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
313 : 52, Self-emp-not-inc, 182796, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
314 : 44, Private, 184527, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 4934, 0, 45, United-States, >50K. Error
315 : 34, Private, 145231, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 4064, 0, 35, United-States, <=50K. Correct
316 : 51, Private, 43354, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, >50K. Error
317 : 20, ?, 318865, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
318 : 19, Private, 355712, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K. Correct
319 : 37, Private, 98776, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
320 : 68, Private, 257557, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K. Error
321 : 22, Private, 102258, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
322 : 56, Self-emp-inc, 170287, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
323 : 37, Private, 243409, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
324 : 52, Private, 55608, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K. Correct
325 : 26, Private, 248057, HS-grad, 9, Separated, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Puerto-Rico, <=50K. Correct
326 : 33, Private, 95530, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
327 : 45, Local-gov, 54038, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 42, United-States, <=50K. Correct
328 : 18, Private, 161245, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K. Correct
